0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
169,222,CC1=NN(C(=C1)N)C(C)C,7454708,CONC(=O)C1=CC=CC=C1NC2=CC(=NC=C2Cl)Cl,4795041,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,12507,C(=O)([O-])[O-].[Cs+].[Cs+],293,CC(=O)O.CC(=O)O.[Pd],3206,CC1=NN(C(=C1)NC2=NC=C(C(=C2)NC3=CC=CC=C3C(=O)NOC)Cl)C(C)C,9099949,C1COCCO1,1382,86.67,100,1,0.016,0.075,0.000961,0.024,0.0176,0.016,0.00144,"2-(2,5-dichloropyridin-4-ylamino)-N-methoxybenzamide (5 g, 16.02 mmol),
1-isopropyl-3-methyl-1H-pyrazol-5-amine (2.453 g, 17.62 mmol) and cesium
carbonate (7.83 g, 24.03 mmol) were suspended in 1,4-dioxane (75 mL). Nitrogen
was bubbled through mixture for 15 minutes.
(9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphine) (0.834 g, 1.44 mmol)
and diacetoxypalladium (0.216 g, 0.96 mmol) were added and flask was purged
with nitrogen (x3). Mixture was stirred at reflux overnight.

Reaction was allowed to cool to room temperature, filtered, washed with
CH2Cl2/MeOH (9/1, 60 mL). Silica (63-200 ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½m) was added to the filtrate and
mixture was concentrated to dryness. The crude product was purified by flash
chromatography (dry loading) on silica gel eluting with 1 to 6% methanol in
dichloromethane. The solvent was evaporated to dryness to afford
2-(5-chloro-2-(1-isopropyl-3-methyl-1H-pyrazol-5-ylamino)pyridin-4-ylamino)-N-methoxybenzamide
(3.35 g, 50.4 %) as a dark green foam => _contains CH2Cl2 and 
mL) was added and mixture was stirred at room temperature for 5 hours. The
resulting solid was filtered, washed with cold EtOAc and dried under high
vacuum at 50ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½C overnight to afford
2-(5-chloro-2-(1-isopropyl-3-methyl-1H-pyrazol-5-ylamino)pyridin-4-ylamino)-N-methoxybenzamide
(2.41 g, 36.3 %) as a pale yellow solid => _crystalline powder under polarized
lig",86.67,,0.0176,0.016,0.00144
177,231,CC1=NN(C(=C1)N)C(C)C,7454708,CONC(=O)C1=CC=CC=C1NC2=CC(=NC=C2Cl)Cl,4795041,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,12507,CC(C)(C)[O-].[Na+],13106,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd],12508,CC1=NN(C(=C1)NC2=NC=C(C(=C2)NC3=CC=CC=C3C(=O)NOC)Cl)C(C)C,9099949,C1COCCO1,1382,92.72,150,1,0.000455,0.0043,6.82E-05,0.000682,0.00091,0.000455,9.10E-05,"dioxane (4.3 mL) was added to
2-(2,5-dichloropyridin-4-ylamino)-N-methoxybenzamide (142 mg, 0.45 mmol),
1-isopropyl-3-methyl-1H-pyrazol-5-amine (127 mg, 0.91 mmol),
(9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphine) (52.6 mg, 0.09
mmol), BIS(DIBENZYLIDENEACETONE)PALLADIUM (39.2 mg, 0.07 mmol) and sodium
2-methylpropan-2-olate (65.6 mg, 0.68 mmol) and sealed into a microwave tube.
The reaction was heated to 150 ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½C for 30 minutes in the microwave reactor and
cooled to RT. Reaction mixture from EN04231/5 was combined and filtered
through a PTFE cup to remove insoluble precipitate, washed filter with dioxane
and combined filtrates were purified by ion exchange chromatography, using an
25g SCX-2 column. The desired product was eluted from the column using 7M
NH3/MeOH and product fractions were evaporated to dryness to afford crude
product (457 mg). The crude product was purified by flash silica (40g grace)
chromatography, elution gradient 0 to 5% MeOH in DCM. Pure fractions were
evaporated ford
2-(5-chloro-2-(1-isopropyl-3-methyl-1H-pyrazol-5-ylamino)pyridin-4-ylamino)-N-methoxybenzamide
(175 mg, 93 %) as a beige solid.



",92.72,,0.00091,0.000455,9.10E-05
176,229,CC1=NN(C(=C1)N)C(C)C,7454708,CONC(=O)C1=CC=CC=C1NC2=CC(=NC=C2Cl)Cl,4795041,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,3594,C(=O)([O-])[O-].[Cs+].[Cs+],293,CC(=O)O.CC(=O)O.[Pd],3206,CC1=NN(C(=C1)NC2=NC=C(C(=C2)NC3=CC=CC=C3C(=O)NOC)Cl)C(C)C,9099949,C1COCCO1,1382,47.78,100,1,0.000641,0.003,3.20E-05,0.00192,0.000961,0.000641,6.41E-05,"2-(2,5-dichloropyridin-4-ylamino)-N-methoxybenzamide (200 mg, 0.64 mmol),
1-isopropyl-3-methyl-1H-pyrazol-5-amine (134 mg, 0.96 mmol) and cesium
carbonate (626 mg, 1.92 mmol) were suspended in 1,4-dioxane (3 mL). Nitrogen
was bubbled through mixture for 10 minutes.
2,2'-bis(diphenylphosphino)-1,1'-binaphthyl (39.9 mg, 0.06 mmol) and
diacetoxypalladium (7.19 mg, 0.03 mmol) were added and tube was sealed.
Mixture was stirred at reflux overnight. Reaction was allowed to cool to room
temperature, filtered, washed with CH2Cl2/MeOH (9/1, 10 mL). Silica (63-200
ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½m) was added to the filtrate and mixture was concentrated to dryness. The
crude product was purified by flash chromatography (dry loading) on silica gel
eluting with 1 to 5% methanol in dichloromethane. The solvent was evaporated
to dryness to afford
2-(5-chloro-2-(1-isopropyl-3-methyl-1H-pyrazol-5-ylamino)pyridin-4-ylamino)-N-methoxybenzamide
(127 mg, 47.8 %) as a pale beige foam => _contaminated by a few BINAP or BINA",47.78,,0.000961,0.000641,6.41E-05
262,340,C1=C(N=C(C=N1)Cl)N,2069247,CS(=O)(=O)C1=CC=C(C=C1)Br,568127,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,12507,C(=O)([O-])[O-].[Cs+].[Cs+],293,CC(=O)O.CC(=O)O.[Pd],3206,CS(=O)(=O)C1=CC=C(C=C1)NC2=CN=CC(=N2)Cl,7285052,C1COCCO1,1382,89.91,90,0,0.02,0.075,0.00044,0.00088,0.02,0.02,0.00088,"_1-bromo-4-(methylsulfonyl)benzene (4.70 g, 19.99 mmol)_ _then_ _cesium
carbonate (8.47 g, 25.99 mmol)_ _  were successively added to a solution of
__6-chloropyrazin-2-amine (2.59 g, 19.99 mmol)_ _ _ _1,4-dioxane (75 ml)_
_into a microwave reactor._ _The mixture was purged by bubbling nitrogen for 5
minutes, then_ ___(9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphine)
(0.509 g, 0.88 mmol)_ _and_ _diacetoxypalladium (0.099 g, 0.44 mmol)_ _were
added , the mixture was degassed by vacuum/nitrogen three times, then heated
to _ _80 ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½C_ _in an heating block for  2 hours then at __90 ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½C_ _for 30 min
and a further 1 hour heating at __85 ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½C_ _._

After cooling the mixture was diluted with ethylacetate , filtered , the solid
washed with ethyl acetate, the organic solution was washed with water, pre-
dried with brine and dried over MgSO4 , filtrated and concentrated in
vacuo.The solid was taken up with ethylacetate ( 50 ml) stirred 15 min , and
diluted with diethy filtered
and the procedure was repeated twice The solid was dried under vacuum ( 1
mmHg/1 hr /50ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½C ) to afford
6-chloro-N-(4-(methylsulfonyl)phenyl)pyrazin-2-amine (3. 15g, 55.5% , purity
uv 98.6% ). The filtrate was concentrated and purified by flash chromatography
on silica gel eluting with 0 to 3% methanol in dichloromethane. The solvent
was evaporated to dryness to afford
6-chloro-N-(4-(methylsulfonyl)phenyl)pyrazin-2-amine (1.95 g,34.4% uv purity
94.6%) as a white solid.

 Nevertheless the 2 batches were combined to afford
6-chloro-N-(4-(methylsulfonyl)phenyl)pyrazin-2-amine ",89.91,,0.02,0.02,0.00088
179,234,CNC(=O)C1=CC=CC=C1NC2=CC(=NC=C2C(F)(F)F)Cl,4625928,CN1C=C(C(=N1)C(F)(F)F)N.Cl,6811134,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,12507,C(=O)([O-])[O-].[Cs+].[Cs+],293,CC(=O)O.CC(=O)O.[Pd],3206,CNC(=O)C1=CC=CC=C1NC2=CC(=NC=C2C(F)(F)F)NC3=CN(N=C3C(F)(F)F)C,6811133,C1COCCO1,1382,60.42,100,1,0.000303,0.0015,2.43E-05,0.000758,0.000303,0.000607,4.85E-05,"2-(2-chloro-5-(trifluoromethyl)pyridin-4-ylamino)-N-methylbenzamide (100 mg,
0.30 mmol), 1-methyl-3-(trifluoromethyl)-1H-pyrazol-4-amine hydrochloride (122
mg, 0.61 mmol), cesium carbonate (247 mg, 0.76 mmol),
(9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphine) (28.1 mg, 0.05 mmol)
and diacetoxypalladium (5.45 mg, 0.02 mmol) were suspended in dioxane (1.5 mL)
and sealed into a tube. The reaction was degased, purged with nitrogen and
heated to 100 ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½C for 18 hours. Reaction was filtered. The reaction mixture was
purified by preparative HPLC using a Waters X-Bridge reverse-phase column
(C-18, 5 microns silica, 19 mm diameter, 100 mm length, flow rate of 40 ml /
minute) and decreasingly polar mixtures of water (containing 0.2% ammonium
carbonate) and acetonitrile as eluent. The fractions containing the desired
compound were evaporated to dryness to afford
N-methyl-2-(2-(1-methyl-3-(trifluoromethyl)-1H-pyrazol-4-ylamino)-5-(trifluoromethyl)pyridin-4-ylamino)benzamide
(84 mg, 60.4 %) as a yelsolid.

",60.42,,0.000303,0.000607,4.85E-05
180,236,CN,8449,C1=C(C=NC=C1Br)C(F)(F)F,4819222,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,12507,C(=O)([O-])[O-].[Cs+].[Cs+],293,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C(Cl)(Cl)Cl.[Pd].[Pd],553579,CNC1=CN=CC(=C1)C(F)(F)F,6922655,C1COCCO1,1382,0,130,0,0.000442,0.003,8.85E-06,0.000885,0.000885,0.000442,1.33E-05,"3-bromo-5-(trifluoromethyl)pyridine (100 mg, 0.44 mmol), methylamine 2 M in
THF (0.442 mL, 0.88 mmol), and cesium carbonate (202 mg, 0.62 mmol) were
suspended in dioxane (3 mL) . The reaction was purged with nitrogen for 30
minutes then 9,9-Dimethyl-4,5-bis(diphenylphosphino)xanthene (7.68 mg, 0.01
mmol) and TRIS(DIBENZYLIDENEACETONE)DIPALLADIUM(0)-CHLOROFORM ADDUCT (9.16 mg,
8.85 ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½mol) were added. The reaction was heated at 130 c for 30mins.

No REACT",0,A,0.000885,0.000442,1.33E-05
181,237,CN.Cl,14773,C1=C(C=NC=C1Br)C(F)(F)F,4819222,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,12507,C(=O)([O-])[O-].[Cs+].[Cs+],293,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C(Cl)(Cl)Cl.[Pd].[Pd],553579,CNC1=CN=CC(=C1)C(F)(F)F,6922655,C1COCCO1,1382,0,130,0,0.000442,0.003,8.85E-06,0.000885,0.000885,0.000442,1.33E-05,"3-bromo-5-(trifluoromethyl)pyridine (100 mg, 0.44 mmol), methylamine
hydrochloride (59.8 mg, 0.88 mmol), and cesium carbonate (490 mg, 1.50 mmol)
were suspended in dioxane (3 mL) . The reaction was purged with nitrogen for
30 minutes then 9,9-Dimethyl-4,5-bis(diphenylphosphino)xanthene (7.68 mg, 0.01
mmol) and TRIS(DIBENZYLIDENEACETONE)DIPALLADIUM(0)-CHLOROFORM ADDUCT (9.16 mg,
8.85 ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½mol) were added. The reaction was heated to 130 ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½C in a CEM microwave
for 1 hour.
",0,A,0.000885,0.000442,1.33E-05
182,238,CC(C)(C)OC(=O)N1CCNC(=O)C1,1323226,COC1=C(C=CC(=C1)Cl)[N+](=O)[O-],2746966,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,12507,C(=O)([O-])[O-].[Cs+].[Cs+],293,CC(=O)O.CC(=O)O.[Pd],3206,CC(C)(C)OC(=O)N1CCN(C(=O)C1)C2=CC(=C(C=C2)[N+](=O)[O-])OC,6925428,C1COCCO1,1382,68.39,90,1,0.000499,0.001,2.00E-05,3.00E-05,0.000499,0.000499,3.00E-05,"A mixture of tert-butyl 3-oxopiperazine-1-carboxylate (100 mg, 0.50 mmol),
4-chloro-2-methoxy-1-nitrobenzene (94 mg, 0.50 mmol), cesium carbonate (244
mg, 0.75 mmol), (9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphine)
(17.34 mg, 0.03 mmol) and diacetoxypalladium (4.48 mg, 0.02 mmol) was dried
for 15 min under HV. Degassed dioxane (1,0-1,2 ml) was added and the resulting
mixture was stirred at 90ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½c for 16 hours under inert atmosphere. TLC showed
consumption of both SM and new spot (UV active). Reaction combined with
EN02378-08 (same TLC profile).LC-MS of crude: EN02378-07-01

Extraction: AE/2M Na2CO3 sol. Purification by chromatography: eluent AE/hexane
20/80 to 60/40. **Isolated: m= 240 mg** ; orange foam. FLA 02378-07-02: 1H
NMR, LC-MS: OK. Estimat",68.39,,0.000499,0.000499,3.00E-05
183,240,CC(C)(C)OC(=O)N1CCNC(=O)C1,1323226,COC1=C(C=CC(=C1)Cl)[N+](=O)[O-],2746966,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,12507,C(=O)([O-])[O-].[Cs+].[Cs+],293,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],291,CC(C)(C)OC(=O)N1CCN(C(=O)C1)C2=CC(=C(C=C2)[N+](=O)[O-])OC,6925428,C1COCCO1,1382,100.3,90,1,0.00749,0.017,0.00019,0.000337,0.00749,0.00749,0.000337,"A mixture of tert-butyl 3-oxopiperazine-1-carboxylate (1500 mg, 7.49 mmol),
4-chloro-2-methoxy-1-nitrobenzene (1405 mg, 7.49 mmol),cesium carbonate (3417
mg, 10.49 mmol), (9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphine)
(195 mg, 0.34 mmol) and TRIS(DIBENZYLIDENEACETONE)DIPALLADIUM (174 mg, 0.19
mmol)was dried for 15 min under HV. Degassed dioxane (17 ml) was added and the
resulting mixture was stirred at 90ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½C for 16 hours under inert atmosphere.
Work-up and purification: see EN02378-07-02. tert-butyl
4-(3-methoxy-4-nitrophenyl)-3-oxopiperazine-1-carboxylate (2640 mg, 100 %) was
isolated as an orange foam. FLA 02378-10-01: 1H N",100.3,,0.00749,0.00749,0.000337
185,242,C1COCCN1,96085,COCCOC1=CC(=CC(=C1)[N+](=O)[O-])I,9058266,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,3594,C(=O)([O-])[O-].[Cs+].[Cs+],293,CC(=O)O.CC(=O)O.[Pd],3206,COCCOC1=CC(=CC(=C1)[N+](=O)[O-])N2CCOCC2,9058358,CC1=CC=CC=C1,424,91.56,110,0,0.00774,0.08,0.000387,0.0101,0.0101,0.00774,0.000774,"diacetoxypalladium (0.087 g, 0.39 mmol) was added to a stirred mixture of
1-iodo-3-(2-methoxyethoxy)-5-nitrobenzene (2.5 g, 7.74 mmol), cesium carbonate
(7.56 g, 23.21 mmol) and morpholine (0.880 mL, 10.06 mmol) and
2,2'-bis(diphenylphosphino)-1,1'-binaphthyl (0.482 g, 0.77 mmol) dissolved in
toluene (80 mL) and dioxane (20 mL) over a period of 10 minutes, degased and
under argon. The resulting suspension was heated at 110 ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½C for 15
hours.Solvents were evaporated and the mixture was adsorbed with
ammonia/methanol 7N on silica gel.The crude product was purified by flash
chromatography on silica gel eluting with 40 to 60% ethyl acetate in petroleum
ether. The solvent was evaporated to dryness to afford
4-(3-(2-methoxyethoxy)-5-nitrophenyl)morpholine (2.000 g, 92 %) as a",91.56,,0.0101,0.00774,0.000774
189,247,CC(C)(C)OC(=O)NC,579312,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=C5C=C(C=C6)OS(=O)(=O)C(F)(F)F,5483392,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,12507,C(=O)([O-])[O-].[Cs+].[Cs+],293,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],291,CC(C)(C)OC(=O)N(C)C1=CC2=C(C=C1)SC3=C2C=CC=C3C4=CC=CC5=C4OC(=CC5=O)N6CCOCC6,6958458,C1COCCO1,1382,100.38,110,1,0.000178,0.00178,4.45E-06,0.000712,0.000267,0.000178,8.90E-06,"A solution of tert-butyl methylcarbamate (35.0 mg, 0.27 mmol) in dioxane
(1.781 ml) was added to a stirred mixture of
6-(2-morpholino-4-oxo-4H-chromen-8-yl)dibenzo[b,d]thiophen-2-yl
trifluoromethanesulfonate (100 mg, 0.18 mmol),
TRIS(DIBENZYLIDENEACETONE)DIPALLADIUM(0) (4.08 mg, 4.45 ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½mol),
(9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphine) (5.15 mg, 8.90 ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½mol)
and cesium carbonate (232 mg, 0.71 mmol). The resulting mixture was stirred
under nitrogen at 110 ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½C for 3 hours.

The cooled reaction mixture was diluted with methanol and the residue was
purified by ion exchange chromatography, using an SCX column. The desired
product was eluted from the column using 7M NH3/MeOH and evaporated to dryness
to afford tert-butyl
methyl(6-(2-morpholino-4-oxo-4H-chromen-8-yl)dibenzo[b,d]thiophen-2-yl)carbamate
(97 mg, 100 %) as a orange residue.

100% assumed and this was progressed to ",100.38,,0.000267,0.000178,8.90E-06
192,250,CONC(=O)C1=CC=CC=C1N,4626933,CC1=NN(C=C1NC2=NC=C(C(=C2)I)C(F)(F)F)C,5974388,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,12507,C(=O)([O-])[O-].[Cs+].[Cs+],293,CC(=O)O.CC(=O)O.[Pd],3206,CC1=NN(C=C1NC2=NC=C(C(=C2)NC3=CC=CC=C3C(=O)NOC)C(F)(F)F)C,5726123,C1COCCO1,1382,74.87,100,1,0.0314,0.13,0.00157,0.00314,0.0534,0.0314,0.00314,"(9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphine) (1.817 g, 3.14
mmol), diacetoxypalladium (0.353 g, 1.57 mmol), 2-amino-N-methoxybenzamide
(8.87 g, 53.39 mmol),
N-(1,3-dimethyl-1H-pyrazol-4-yl)-4-iodo-5-(trifluoromethyl)pyridin-2-amine (12
g, 31.40 mmol) and cesium carbonate (20.46 g, 62.81 mmol) were weighed out in
a round bottom flask. dioxane (130 mL) was added and argon was let to bubble
in the mixture for 10 minutes. The suspension was stirred at 100 ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½C overnight.
The reaction mixture was allowed to cool to room temperature under stirring,
diluted with ethyl acetate and the insolubles were removed by filtration,
washed with EtOAc and the filtrate was concentrated. (Insolubles~19g).

The crude product (30g) was purified by flash chromatography on silica gel
eluting with 0 to 5% methanol in ethyl acetate. The solvent was evaporated to
dryness, giving a gummy foam EN02972-52-01 (15 g, 35.7 mmol, 114 %): not pure.
It was repurified by flash chromatography on silica gel eluting with  in ethyl acetate. The solvent was evaporated to dryness to give to
batches: one pure EN02972-52-02 (12 g, 28.5 mmol, 91 %), one less pure
EN02972-52-03 (0.8 g, 1.903 mmol, 6.06 %).

The foam EN02972-52-02 (12 g, 28.5 mmol, 91 %) was dissolved in hot EtOH
(12mL). Crystallisation occurred. The resulting crystalline solid was
collected by filtration and dried to a constant weight to afford EN02972-52-04
(8.7 g, 19.04 mmol, 60.6 %) as a white crystalline solid. Its filtrate was
combined with EN02972-52-03 (0.8 g, 1.903 mmol, 6.06 %) and vacced down. The
solid was taken up into EtOH, collected by filtration to give a second crop as
a white solid EN02972-52-05 (1.88 g, 4.47 mmol, 14.24 %).

",74.87,,0.0534,0.0314,0.00314
194,252,COC1=CC=CC(=C1C(=O)NOC)N,6996551,CC1=NN(C=C1NC2=NC=C(C(=C2)I)C(F)(F)F)C,5974388,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,12507,C(=O)([O-])[O-].[Cs+].[Cs+],293,CC(=O)O.CC(=O)O.[Pd],3206,CC1=NN(C=C1NC2=NC=C(C(=C2)NC3=C(C(=CC=C3)OC)C(=O)NOC)C(F)(F)F)C,6996550,C1COCCO1,1382,74.09,90,1,0.000393,0.005,3.53E-05,5.89E-05,0.000667,0.000393,5.89E-05,"(9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphine) (34.1 mg, 0.06
mmol), diacetoxypalladium (7.93 mg, 0.04 mmol), 2-amino-N,6-dimethoxybenzamide
(131 mg, 0.67 mmol),
N-(1,3-dimethyl-1H-pyrazol-4-yl)-4-iodo-5-(trifluoromethyl)pyridin-2-amine
(150 mg, 0.39 mmol) and cesium carbonate (256 mg, 0.79 mmol) were weighed out
in a ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½wave vial, sealed and dioxane (5 mL) was added. Argon was let to bubble
in the mixture for 5 minutes. The reaction was stirred at 90 ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½C overnight. The
reaction mixture was allowed to cool to room temperature, diluted with
dichloromethane and MeOH, silica gel was added and the mixture was
concentrated. The crude product was purified by flash chromatography on silica
gel (25g) eluting with 0 to 5% methanol in ethyl acetate/DCM (1/1). The
solvent was evaporated to dryness. The residue was triturated in diethyl ether
(gummy in tBuOMe) and the resulting precipitate was collected by filtration,
washed with diethyl ether and dried to a constant weight to afol-4-ylamino)-5-(trifluoromethyl)pyridin-4-ylamino)-N,6-dimethoxybenzamide
(131 mg, 74.1 %) as a off-white solid.

",74.09,,0.000667,0.000393,5.89E-05
195,253,CNC(=O)C1=C(C=CC=C1OC)N,4795116,CC1=NN(C(=C1)NC2=NC=C(C(=C2)I)C(F)(F)F)C,6996483,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,12507,C(=O)([O-])[O-].[Cs+].[Cs+],293,CC(=O)O.CC(=O)O.[Pd],3206,CC1=NN(C(=C1)NC2=NC=C(C(=C2)NC3=C(C(=CC=C3)OC)C(=O)NC)C(F)(F)F)C,6750983,C1COCCO1,1382,45.95,100,1,0.0327,0.13,0.00164,0.00327,0.0491,0.0327,0.00327,"A suspension of 2-amino-6-methoxy-N-methylbenzamide (8.84 g, 49.07 mmol),
N-(1,3-dimethyl-1H-pyrazol-5-yl)-4-iodo-5-(trifluoromethyl)pyridin-2-amine
(12.5 g, 32.71 mmol), diacetoxypalladium (0.367 g, 1.64 mmol),
(9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphine) (1.893 g, 3.27 mmol)
and cesium carbonate (19.18 g, 58.88 mmol) in dioxane (130 mL) was degassed
with argon, which was also let to bubble for 10 minutes then stirred at reflux
for 6h. The reaction mixture was allowed to cool to rt, the insolubles were
removed by filtration, washed with EtOAc and the filtrate was concentrated.
(Insolubles~23g).

The crude product (20g) was purified by flash chromatography on silica gel
eluting with 0 to 5% methanol in ethyl acetate. The solvent was evaporated to
dryness to afford a foam (7.9g) which was taken up into dichloromethane (40ml)
(no time to get dissolved, it crashed out very quickly) and sonicated for 5
minutes. The resulting precipitate was collected by filtration, washed with
dichloromethane and dried under vacuum at 50ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½C to a constant weight to afford
2-(2-(1,3-dimethyl-1H-pyrazol-5-ylamino)-5-(trifluoromethyl)pyridin-4-ylamino)-6-methoxy-
N-methylbenzamide (6.53 g, 46.0 %) as a white solid.

The filtrate was concentrated to dryness (residue weight: 700mg), taken up
into DCM and collected by filtration to give a second sample EN02972-51-02
(0.36 g, 0.829 ",45.95,,0.0491,0.0327,0.00327
